metric_month,marketing_year,geography,factor_key,factor_name,factor_group,value,unit,method,source_name,source_url,monthly_source_status
2022-01-01,2021/22,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-01-01,2021/22,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-01-01,2021/22,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-01-01,2021/22,India,yield_per_hectare,Yield per hectare,yield,3387.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-02-01,2021/22,India,acreage_sown_area,Acreage (sown area),area,10.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-02-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,18.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-02-01,2021/22,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-02-01,2021/22,India,domestic_production,Domestic production,production,1.011,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-02-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,28.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-02-01,2021/22,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-02-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,67.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-02-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,70.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-02-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,39.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-02-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,35.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-02-01,2021/22,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-02-01,2021/22,India,total_availability,Total availability,derived,3.406,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-02-01,2021/22,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-02-01,2021/22,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-02-01,2021/22,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-02-01,2021/22,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-02-01,2021/22,India,yield_per_hectare,Yield per hectare,yield,3387.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-03-01,2021/22,India,acreage_sown_area,Acreage (sown area),area,10.0,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-03-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,26.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-03-01,2021/22,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-03-01,2021/22,India,domestic_production,Domestic production,production,0.337,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-03-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,22.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-03-01,2021/22,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-03-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,63.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-03-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,66.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-03-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,43.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-03-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,40.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-03-01,2021/22,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-03-01,2021/22,India,total_availability,Total availability,derived,2.732,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-03-01,2021/22,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-03-01,2021/22,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-03-01,2021/22,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-03-01,2021/22,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-03-01,2021/22,India,yield_per_hectare,Yield per hectare,yield,3387.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-04-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-04-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,42.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-04-01,2022/23,India,buffer_stock,Buffer stock,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-04-01,2022/23,India,domestic_production,Domestic production,production,1.143,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-04-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,24.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-04-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-04-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,58.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-04-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,62.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-04-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,50.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-04-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,52.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-04-01,2022/23,India,opening_stock,Opening stocks,stock,2.395,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-04-01,2022/23,India,total_availability,Total availability,derived,3.538,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-04-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-04-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-04-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-04-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-04-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-05-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-05-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,68.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-05-01,2022/23,India,buffer_stock,Buffer stock,stock,2.418909,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-05-01,2022/23,India,domestic_production,Domestic production,production,1.905,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-05-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,39.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-05-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-05-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,54.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-05-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,58.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-05-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,60.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-05-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,63.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-05-01,2022/23,India,opening_stock,Opening stocks,stock,2.418909,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-05-01,2022/23,India,total_availability,Total availability,derived,4.323909,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-05-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-05-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-05-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-05-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-05-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-06-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-06-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,92.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-06-01,2022/23,India,buffer_stock,Buffer stock,stock,2.442818,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-06-01,2022/23,India,domestic_production,Domestic production,production,3.048,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-06-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,55.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-06-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-06-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,52.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-06-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,56.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-06-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,70.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-06-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,74.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-06-01,2022/23,India,opening_stock,Opening stocks,stock,2.442818,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-06-01,2022/23,India,total_availability,Total availability,derived,5.490818,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-06-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-06-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-06-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-06-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-06-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-07-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-07-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,100.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-07-01,2022/23,India,buffer_stock,Buffer stock,stock,2.466727,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-07-01,2022/23,India,domestic_production,Domestic production,production,3.429,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-07-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,73.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-07-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-07-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,50.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-07-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,55.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-07-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,76.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-07-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,78.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-07-01,2022/23,India,opening_stock,Opening stocks,stock,2.466727,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-07-01,2022/23,India,total_availability,Total availability,derived,5.895727,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-07-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-07-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-07-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-07-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-07-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-08-01,2022/23,India,acreage_sown_area,Acreage (sown area),area,10.7,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-08-01,2021/22,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,82.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2022-08-01,2022/23,India,buffer_stock,Buffer stock,stock,2.490636,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-08-01,2022/23,India,domestic_production,Domestic production,production,3.429,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2022-08-01,2021/22,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,88.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2022-08-01,2022/23,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-08-01,2021/22,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,51.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-08-01,2021/22,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,57.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-08-01,2021/22,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,73.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-08-01,2021/22,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,71.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2022-08-01,2022/23,India,opening_stock,Opening stocks,stock,2.490636,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2022-08-01,2022/23,India,total_availability,Total availability,derived,5.919636,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2022-08-01,2022/23,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-08-01,2022/23,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-08-01,2022/23,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-08-01,2022/23,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,backfilled_from_2023_24_usda_snapshot,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2022-08-01,2022/23,India,yield_per_hectare,Yield per hectare,yield,3545.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
