state,date,modal_price,normalized_price_per_kg,arrival_quantity,market_count,variety_count,record_count,price_lag_1,price_lag_7,price_lag_14,price_lag_30,price_rolling_mean_7,price_rolling_mean_30,price_rolling_std_7,price_rolling_std_30,arrival_lag_1,arrival_rolling_mean_7,arrival_rolling_mean_30,arrival_momentum_7,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,wind_speed_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,soil_moisture_7_to_28cm_mean,soil_temperature_0_to_7cm_mean,precipitation_rolling_sum_7,temp_rolling_mean_7,humidity_rolling_mean_7,soil_moisture_rolling_mean_7,year,month,day,iso_week,day_of_year,quarter,is_weekend,month_sin,month_cos,day_of_year_sin,day_of_year_cos,is_rabi_sowing_window,is_rabi_growth_window,is_rabi_harvest_window,is_procurement_window,target_next_day_price,target_next_7d_avg_price,created_at,wheat_yield_kg_per_hectare,wheat_production_million_tonnes,wheat_area_million_hectare,cpi_inflation_rate,policy_repo_rate,government_buffer_wheat_stock,government_buffer_wheat_stock_norm,wheat_central_pool_exports,global_wheat_benchmark_srw_usd_mt,global_wheat_benchmark_hrw_usd_mt,global_wheat_benchmark_avg_usd_mt,wheat_driver_composite_score,wheat_driver_domestic_score,wheat_driver_weather_score,wheat_driver_global_score,wheat_driver_policy_score,wheat_driver_price_adjustment_pct,msp_inr_quintal,cost_of_production_inr_quintal,margin_over_cost_percent,procurement_actual_lmt,procurement_estimated_lmt,progressive_area_sown_lakh_hectare,final_area_previous_season_lakh_hectare
Gujarat,2024-12-12,2963.162747708593,29.63162747708593,908.83,55,17,61,2951.6035819890353,2964.389365195184,2988.8587543289336,3046.939568160228,2946.7817109120724,2947.8228046025856,29.205051329582854,91.55929890578906,950.31,918.5342857142857,1147.9266666666665,-77.92999999999995,18.6,26.2,12.6,0.0,0.0,12.9,15.73,3.95,46.0,0.114,0.185,20.6,0.0,19.8,40.57142857142857,0.114,2024,12,12,50,347,4,0,-2.4492935982947064e-16,1.0,-0.3204232733919109,0.947274472298717,1,0,0,0,2971.6341468094083,2948.714603435023,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Punjab,2024-12-12,3000.0,30.0,39.0,1,1,1,3000.0,2600.0,2600.0,2450.0,2864.1349662995235,2540.6157192158876,249.37880662037753,251.7197402261503,58.5,110.29285714285713,50.96166666667055,-80.34,11.6,18.0,5.9,0.0,0.0,12.5,11.06,1.97,69.0,0.185,0.252,11.4,0.0,16.400000000000002,70.57142857142857,0.18385714285714286,2024,12,12,50,347,4,0,-2.4492935982947064e-16,1.0,-0.3204232733919109,0.947274472298717,1,0,0,0,3000.0,2890.277823442381,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Chattisgarh,2024-12-12,2652.3277310924373,26.523277310924374,11.9,4,2,4,2503.3054607508534,2643.190476190476,2403.476489028213,2732.2580645161293,2562.5156736749386,2605.39800383821,83.23616942520337,174.77193916821219,58.6,21.814285714285717,30.066666666666666,7.700000000000001,19.2,26.5,12.4,0.0,0.0,6.8,16.93,3.2,56.0,0.09,0.197,21.4,3.2000000000000073,23.12857142857143,61.714285714285715,0.09057142857142857,2024,12,12,50,347,4,0,-2.4492935982947064e-16,1.0,-0.3204232733919109,0.947274472298717,1,0,0,0,2364.0444444444447,2554.194496748884,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
West Bengal,2024-12-12,2530.34689293736,25.303468929373594,40.07,9,4,10,2548.4681665868834,2508.9223729883242,2529.026921341555,2513.684752747253,2536.670008983455,2522.1714116196877,30.02997405630187,21.763349165390128,62.67,54.12,57.27933333333333,-23.309999999999995,17.9,25.5,11.8,0.0,0.0,12.9,14.8,3.26,59.0,0.133,0.13,19.8,0.0,19.857142857142858,59.857142857142854,0.09457142857142857,2024,12,12,50,347,4,0,-2.4492935982947064e-16,1.0,-0.3204232733919109,0.947274472298717,1,0,0,0,2608.2897384305834,2555.0357567462765,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Karnataka,2024-12-13,3466.6666666666665,34.666666666666664,3.0,2,2,2,2751.846153846154,3833.673469387755,3541.6666666666665,4247.950819672131,3263.9495608561438,3331.3925495332364,344.29973891928034,462.9486283832761,65.0,57.57142857142857,46.46666666666667,-46.0,22.9,28.3,18.1,0.0,0.0,21.4,15.7,4.26,60.0,0.169,0.203,23.7,10.200000000000001,23.042857142857144,74.28571428571429,0.17357142857142857,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2800.0,3253.035275141858,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Rajasthan,2024-12-13,2855.5056909039604,28.555056909039603,1063.1,58,6,59,2788.2246062542795,2854.253015253636,2777.8098670510967,2839.488441384978,2815.187624343439,2829.214735210475,54.00796965118551,51.364005161708725,876.2,1164.1857142857143,1026.2993333333334,-64.5,15.7,21.4,10.9,0.0,0.0,12.3,14.35,3.72,34.0,0.096,0.186,16.7,0.0,15.742857142857142,43.142857142857146,0.096,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2800.0543694847706,2810.9443524516537,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Chattisgarh,2024-12-13,2364.0444444444447,23.640444444444448,4.5,4,2,4,2652.3277310924373,2422.2926829268295,2585.341666666667,2522.6923076923076,2554.194496748884,2600.109741729948,100.67539189838757,179.69169265536829,11.9,17.77142857142857,30.13,-28.299999999999997,19.5,26.0,13.6,0.0,0.0,8.9,16.28,3.59,50.0,0.087,0.194,21.4,3.2000000000000073,22.342857142857145,60.142857142857146,0.09028571428571429,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2793.777777777778,2575.9457525254556,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
West Bengal,2024-12-13,2608.2897384305834,26.08289738430583,49.7,10,4,11,2530.34689293736,2479.729504090833,2550.730140186916,2506.0806553245116,2555.0357567462765,2525.5783810565567,28.68465258453384,26.616619252271587,40.07,52.66428571428572,56.82,-10.189999999999998,17.4,24.5,11.1,0.0,0.0,13.6,14.64,3.17,60.0,0.133,0.131,19.1,0.0,19.271428571428572,61.714285714285715,0.10228571428571429,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2596.2078377851435,2561.1607746132336,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
NCT of Delhi,2024-12-13,3085.5,30.855000000000004,40.3,1,2,2,3001.6041114058353,3047.640939597315,2965.121951219512,2944.748062015504,2988.2680919085005,2979.304270209795,50.65147523527293,90.8319076115189,75.4,45.32857142857143,40.04333333333334,-4.400000000000006,14.8,20.6,9.2,0.0,0.0,15.1,12.81,3.34,48.0,0.08,0.16,15.6,1.5,16.085714285714285,51.0,0.08157142857142859,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2793.571428571429,2961.4373868992247,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Uttar Pradesh,2024-12-13,2772.425892898504,27.72425892898504,17269.6,134,4,134,2777.2398974416474,2764.1526275139654,2766.029958519951,2755.509608156215,2768.931939170584,2767.3784057976736,5.700041324701755,11.431356050775578,16767.04,14443.282857142856,14525.090333333332,-636.8700000000026,14.9,21.9,9.0,0.0,0.0,14.1,13.47,3.11,55.0,0.088,0.166,17.0,0.0,16.5,55.0,0.088,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2780.3557541473665,2771.2209971036823,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Maharashtra,2024-12-13,4028.41769317821,40.2841769317821,1228.27,67,5,67,3276.750637213255,3930.972998094094,2995.125,3753.288931693584,3692.512556394897,3687.2500892024423,395.7973307313498,359.4635829530721,470.8,836.2814285714286,798.8576666666667,163.16000000000008,20.2,26.5,14.9,0.0,0.0,11.7,16.66,4.29,40.0,0.156,0.31,22.9,1.7999999999999894,22.057142857142853,51.42857142857143,0.15842857142857142,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,3371.9709943424273,3612.093936020137,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Punjab,2024-12-13,3000.0,30.0,9.5,1,1,1,3000.0,2817.0,2449.0,2430.0,2890.277823442381,2559.6157192158876,253.17720889581562,264.28107301468367,39.0,111.50714285714285,50.608333333337214,8.5,11.2,17.3,5.6,0.0,0.0,13.0,11.39,2.08,68.0,0.169,0.244,11.3,0.0,14.742857142857142,72.0,0.18328571428571427,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2980.0,2984.563537728095,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Bihar,2024-12-13,2900.0,29.0,30.0,2,1,2,2780.0,2937.0,2857.8651685393256,2801.8567639257294,2886.0232192050375,2870.841467040725,50.01428730494352,43.82111030337753,160.0,74.68571428571428,74.30666666666667,5.0,15.9,21.3,11.6,0.0,0.0,11.5,12.57,2.64,67.0,0.085,0.224,17.1,0.0,17.400000000000002,66.42857142857143,0.10671428571428572,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2883.0148619957536,2883.5967709187166,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Gujarat,2024-12-13,2971.6341468094083,29.716341468094083,1042.44,62,18,67,2963.162747708593,2958.1038991487526,2961.1712822663567,3006.521473181012,2948.714603435023,2946.659893723532,30.498385880809952,91.00794333291044,908.83,909.0314285714285,1143.7656666666667,-66.51999999999998,18.7,25.2,13.4,0.0,0.0,19.1,16.01,4.92,36.0,0.114,0.184,20.2,0.0,19.285714285714285,39.57142857142857,0.114,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2968.457245365756,2950.1136470076426,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Madhya Pradesh,2024-12-13,2840.1664632029415,28.401664632029416,14307.140003999999,179,10,254,2803.084840851391,2821.8051574102738,2748.0969465130584,2837.6356224532565,2810.451548183009,2788.7773660564944,38.71937452846151,67.78959381514267,11544.259999,8386.885713428572,10244.7039997,1559.7000089999983,15.2,21.4,9.5,0.0,0.0,13.1,16.33,3.74,46.0,0.154,0.295,18.1,0.0,17.571428571428573,49.57142857142857,0.154,2024,12,13,50,348,4,0,-2.4492935982947064e-16,1.0,-0.30411483232751857,0.9526353808033823,1,0,0,0,2726.291079971384,2797.732636458021,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Rajasthan,2024-12-14,2800.0543694847706,28.000543694847707,702.6,54,7,55,2855.5056909039604,2829.7572727272723,2773.1391545391543,2820.4248399243706,2810.9443524516537,2828.5357195291554,53.83906259897118,51.61822805632247,1063.1,950.2714285714285,1028.7396666666668,-1497.4,15.8,23.0,9.0,0.0,0.0,10.9,14.36,3.38,31.0,0.096,0.186,16.7,0.0,15.471428571428573,40.285714285714285,0.096,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,2721.315789473684,2813.1182843913293,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Gujarat,2024-12-14,2968.457245365756,29.68457245365757,652.21,56,17,62,2971.6341468094083,2958.663940357417,2940.6951359494938,2994.9840052657564,2950.1136470076426,2945.775668393532,31.246308029354584,90.65040386203356,1042.44,871.9042857142857,1135.1209999999999,-259.89,18.7,25.9,12.6,0.0,0.0,18.0,16.06,4.97,34.0,0.114,0.184,20.1,0.0,18.942857142857143,37.857142857142854,0.114,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,3005.0587467362925,2967.5773965413987,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
NCT of Delhi,2024-12-14,2793.571428571429,27.935714285714287,2.8,2,2,2,3085.5,2981.3863636363635,2970.67615658363,2856.0000000000005,2961.4373868992247,2977.2233178288425,89.64156129884893,94.39927350261361,40.3,36.3,40.04333333333333,-63.2,14.6,20.6,8.6,0.0,0.0,12.5,12.66,3.05,44.0,0.08,0.16,15.7,1.5,15.62857142857143,50.857142857142854,0.08171428571428573,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,2967.251506024096,2959.6161734740954,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Madhya Pradesh,2024-12-14,2726.291079971384,27.262910799713836,4714.289999,85,9,110,2840.1664632029415,2815.3234620463004,2701.775020618926,2867.036577404431,2797.7326364580213,2784.085849475393,49.86981993130409,67.05303197444852,14307.140003999999,7693.188570714286,9862.696999633334,-4855.879999,15.5,22.6,9.0,0.0,0.0,10.2,16.41,3.58,45.0,0.154,0.295,17.9,0.0,16.74285714285714,48.0,0.154,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,2714.568959271129,2795.534165982034,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Bihar,2024-12-14,2883.0148619957536,28.830148619957537,188.4,4,1,4,2900.0,2900.0,2900.0,2850.0,2883.5967709187166,2871.941962440584,49.63375843857582,43.69403558720044,30.0,97.31428571428572,79.65333333333334,158.4,15.7,21.0,11.0,0.0,0.0,10.0,12.58,2.58,60.0,0.068,0.221,17.5,0.0,17.071428571428573,66.0,0.1002857142857143,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,2900.0,2877.8116469517745,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Karnataka,2024-12-14,2800.0,28.0,2.0,1,1,1,3466.6666666666665,2876.4,3670.0,4150.552486187846,3253.035275141858,3286.374133326975,359.50765935038515,445.8961085540065,3.0,54.285714285714285,34.46666666666667,-23.0,22.5,27.4,18.2,0.0,0.0,19.0,18.08,4.61,60.0,0.167,0.207,23.7,8.3,22.885714285714283,71.57142857142857,0.17442857142857143,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,3826.958525345622,3275.8201909294417,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Maharashtra,2024-12-14,3371.9709943424273,33.71970994342427,1769.31,53,4,54,4028.41769317821,3934.90133696575,4163.70478854698,3798.5828385015766,3612.093936020137,3673.0296943971375,395.5286868272894,363.3250323271886,1228.27,935.9214285714286,830.5526666666666,697.48,19.1,26.0,13.3,0.0,0.0,11.2,17.25,3.93,36.0,0.156,0.31,22.0,1.2999999999999894,21.142857142857142,46.857142857142854,0.15814285714285714,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,3047.19068255688,3580.020672183724,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Odisha,2024-12-14,2225.0,22.25,14.3,1,1,1,2000.0,,,,2075.0,,129.9038105676658,,11.26,19.253333333333334,,,,,,,,,,,,,,,,,,,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,,2112.5,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Uttar Pradesh,2024-12-14,2780.3557541473665,27.803557541473666,10811.68,100,3,100,2772.425892898504,2764.3323486156814,2783.0470327395624,2753.815440767602,2771.2209971036823,2768.263082910332,6.678468367613433,11.372348611952114,17269.6,13758.50142857143,14321.992999999999,-4793.469999999999,14.4,20.0,8.8,0.0,0.0,11.0,13.36,2.61,58.0,0.088,0.166,16.8,0.0,16.014285714285712,54.857142857142854,0.088,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,2761.1067544465864,2771.2623370332512,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Chattisgarh,2024-12-14,2793.777777777778,27.93777777777778,4.5,2,1,2,2364.0444444444447,2641.518987341772,2369.230769230769,2758.825520833333,2575.9457525254556,2601.274816961429,133.71360514149862,180.86572610570454,4.5,17.285714285714285,29.0,-3.4000000000000004,18.6,25.7,12.8,0.0,0.0,10.9,16.92,3.55,42.0,0.085,0.193,21.1,3.2000000000000073,21.457142857142856,57.285714285714285,0.09057142857142857,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,2500.0,2560.218420496754,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
West Bengal,2024-12-14,2596.2078377851435,25.96207837785143,51.29,10,4,11,2608.2897384305834,2553.3327127164403,2527.7999619699563,2529.7004335829724,2561.1607746132336,2527.7952945299626,32.57423510071996,29.576887453970194,49.7,52.318571428571424,57.684,-2.4200000000000017,17.5,24.5,12.1,0.0,0.0,12.5,14.99,3.4,55.0,0.124,0.132,19.3,0.0,18.857142857142858,62.142857142857146,0.11014285714285714,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,2561.4754098360654,2560.123140886237,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Punjab,2024-12-14,2980.0,29.799999999999997,9.65,1,1,1,3000.0,2320.0,2700.0,2475.0,2984.563537728095,2576.449052549221,29.430415823136197,274.5876137623036,9.5,25.542857142857144,50.75666666667055,-601.75,11.5,17.9,5.8,0.0,0.0,11.8,11.25,2.06,67.0,0.153,0.242,11.4,0.0,13.128571428571428,72.0,0.18014285714285716,2024,12,14,50,349,4,1,-2.4492935982947064e-16,1.0,-0.28771676722616696,0.9577155432887803,1,0,0,0,3060.0,2993.1349662995235,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Uttar Pradesh,2024-12-15,2761.1067544465864,27.61106754446586,5498.6,52,3,52,2780.3557541473665,2760.8173749395996,2764.9546649339914,2761.0248941081472,2771.2623370332517,2768.26581158828,6.603814880916267,11.370561676260609,10811.68,13645.25,14155.237,-792.7599999999993,14.7,21.4,7.6,0.0,0.0,7.5,13.07,2.22,65.0,0.088,0.165,16.7,0.0,15.542857142857143,57.285714285714285,0.088,2024,12,15,50,350,4,1,-2.4492935982947064e-16,1.0,-0.27123391067291097,0.9625134626077079,1,0,0,0,2762.1174469343987,2770.816726373858,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
West Bengal,2024-12-15,2561.4754098360654,25.614754098360656,44.53,8,4,9,2596.2078377851435,2568.738845925044,2492.7124833997345,2509.969546401667,2560.1231408862373,2529.5121566444423,32.407868896917215,29.998356436343286,51.29,53.87714285714286,57.08866666666666,10.909999999999997,17.5,24.8,10.4,0.0,0.0,12.6,14.62,3.18,58.0,0.12,0.133,19.3,0.0,18.457142857142856,62.42857142857143,0.11814285714285715,2024,12,15,50,350,4,1,-2.4492935982947064e-16,1.0,-0.27123391067291097,0.9625134626077079,1,0,0,0,2516.264327891629,2559.646150812182,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Madhya Pradesh,2024-12-15,2714.568959271129,27.1456895927113,1705.739998,53,7,62,2726.291079971384,2729.958252603037,2551.2096774193546,2765.4152863091113,2795.5341659820338,2782.39097190746,53.558365093871416,68.17447029690483,4714.289999,7676.592856142857,9798.061999533333,-116.17000200000007,15.9,23.5,8.8,0.0,0.0,11.6,16.31,3.64,42.0,0.154,0.294,17.9,0.0,16.071428571428573,46.142857142857146,0.154,2024,12,15,50,350,4,1,-2.4492935982947064e-16,1.0,-0.27123391067291097,0.9625134626077079,1,0,0,0,2843.8628726814272,2796.1422177337013,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Rajasthan,2024-12-15,2721.315789473684,27.21315789473684,30.4,3,1,3,2800.0543694847706,2706.0982658959542,2761.643192488263,2863.7835476826017,2813.1182843913293,2823.7867942555245,48.9887122102598,54.72373809968681,702.6,949.6714285714286,1016.0163333333333,-4.200000000000003,15.4,22.6,9.4,0.0,0.0,8.0,14.49,3.03,34.0,0.095,0.186,16.6,0.0,15.214285714285714,38.142857142857146,0.09585714285714286,2024,12,15,50,350,4,1,-2.4492935982947064e-16,1.0,-0.27123391067291097,0.9625134626077079,1,0,0,0,2866.076110141556,2813.611961896822,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
NCT of Delhi,2024-12-15,2967.251506024096,29.67251506024096,33.2,2,3,3,2793.571428571429,2980.0,2929.673202614379,2856.299019607843,2959.6161734740954,2980.9217340427176,89.3305404292226,91.63116939807688,2.8,35.771428571428565,40.470000000000006,-3.6999999999999957,14.3,21.1,7.2,0.0,0.0,6.5,12.7,2.27,51.0,0.079,0.16,15.3,1.5,15.171428571428573,51.42857142857143,0.08171428571428573,2024,12,15,50,350,4,1,-2.4492935982947064e-16,1.0,-0.27123391067291097,0.9625134626077079,1,0,0,0,3057.2511210762336,2978.924853421303,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
Gujarat,2024-12-15,3005.0587467362925,30.050587467362927,76.6,4,3,4,2968.457245365756,2882.8125,2577.2727272727275,2890.6803487683833,2967.5773965413996,2949.5882816591297,19.203438728490614,90.6585645431957,652.21,881.9328571428571,1123.032333333333,70.19999999999999,19.3,26.8,12.8,0.0,0.0,14.9,16.05,4.63,37.0,0.114,0.183,20.6,0.0,18.785714285714285,37.142857142857146,0.114,2024,12,15,50,350,4,1,-2.4492935982947064e-16,1.0,-0.27123391067291097,0.9625134626077079,1,0,0,0,2955.4366097660754,2965.7467281124527,2026-04-06T08:06:59.079896Z,3559.0,113.3,31.8,5.64914318907925,6.5,206.0,,0.0,230.276254257,252.17,241.22312712849998,52.305259,55.886283,47.500156,51.719123,48.736536,0.14728,2425.0,1182.0,105.0,262.02,,,
